common_name,tree_registry_id,tree_nickname,tree_score,height_(m),DBH_(m),crown_spread_(m),,last_measured,year_nominated,location,nearest_town,ownership,ownership_details,latitude,longitude,elevation_m,access_notes,tree_site_notes,Principle nominator,Co-nominator 1,Co-nominator 2,Co-nominator 3,Verifier,tree_type,has_photo,all photo LINK,highside_DBH(m),rank,top_lists,tree_sp_code,sp_split_range,datum,Year_only _last_measured,Year_only_nominated
western redcedar*,1248,Fallen Giant's Friend,678,54.1,3.98,10.4,,4/17/2022,12/20/2022,Sarita Lake,Bamfield,First Nations,Huu-ay-aht,hidden,,,,"A wall of a cedar with a bear den at its base. Behind it is a giant nurse log that must have been an old friend. Beyond that, second-growth plantations begins, a stark contrast to the strip of old-growth left here. ",TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1248_Cw_FallenGiantsFriend_TW.jpg"" target=""_blank"">1</a>            ",,40,,50,c,,2022,2022
western redcedar*,1262,Garden Cedar,676,54.5,3.88,21.5,,5/22/2022,12/20/2022,Cheewhat Lake,Youbou,Parks/reserves,Pacific Rim NP,48.697258,-124.759172,,,"This redcedar is covered with plants, has multiple spires, and a little hobbit hole in the bottom. Mother Earth approves!",TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1262_Cw_CheewhatLake_Garden_TW.jpg"" target=""_blank"">1</a>            ",,41,,50,c,,2022,2022
western redcedar*,1699,,676,48.3,4.08,16,,3/23/2024,11/26/2024,Kennedy Flats,Ucluelet,Tree Farm Lic.,TFL 54,49.034778,-125.621995,31,"From Highway 4, head north on West Main. Turn onto the spur at 4.8km and continue for about 1.5km. Head south through the second growth until you reach the old growth. Stay on the east side of the creek and make your way to the tree.","This tree stands in a small patch of productive old-growth along a shallow seasonal creek.  The tree is tall and vigourous, at the corner of a small raised elbow along the creek. This is the largest of several old cedars in the area, with a carpet of deer fern making for easy walking.",Jon Degner,Ian Thomas,,,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1699_Cw_Kennedy_JD_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1699_Cw_Kennedy_IT_2.jpg"" target=""_blank"">2</a>         ",,42,,50,c,WGS 84,2024,2024
western redcedar*,1408,,673,50,4.02,13,,5/30/2022,12/20/2023,Nitinat Lake,Youbou,Provincial land,BCTS,hidden,,,,One of dozens of giant cedars that can be found in this remnant patch of old-growth. This grove is an example of the expansive tracks of world-class old-growth that would have once covered this region but were largely logged out from the 1950's onwards.,TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1408_CW_Rosander_TJ_Watt_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1408_CW_Rosander_TJ_Watt_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1408_CW_Rosander_TJ_Watt_3.jpg"" target=""_blank"">3</a>      ",,43,,50,c,,2023,2023
western redcedar*,1653,Hidden Cedar,670,41,4.25,12,,3/24/2024,11/11/2024,Kim Creek FSR,Sayward,Provincial land,,50.360278,-126.139167,190,"Highway 19 north of Sayward, near the Adams River is an obscure turn off to the west. The tree is not too far along the FSR.","Tree is somewhat hidden, but many spired cedars are visible all around this area that a likely as grand as this tree.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1653_Cw_Kim_TN_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1653_Cw_Kim_TN_1.jpg"" target=""_blank"">2</a>         ",,44,,50,c,,2024,2024
western redcedar*,1389,Sprise Surprise,668,50.6,3.95,15.5,,5/6/2023,12/20/2023,Sprise Lake,Youbou,Provincial land,BCTS,48.715502,-124.745359,,"From Rosander Main, turn onto T23 then T23B. Park closest to the GPS point and bushwhack in.",A supremely sexy cedar. Super solid at the base with a tall trunk and big branching limbs up high that you can see when you step back. Part of a small remnant patch of old-growth left after miles of the surrounding old-growth was cut in the 1960's. Looks especially nice in the hieght of spring.,TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1389_CW_Sprise_Surprise_TJ_Watt_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1389_CW_Sprise_Surprise_TJ_Watt_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1389_CW_Sprise_Surprise_TJ_Watt_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1389_CW_Sprise_Surprise_TJ_Watt_4.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1389_CW_Sprise_Surprise_TJ_Watt_5.jpg"" target=""_blank"">5</a>",,45,,50,c,,2023,2023
western redcedar*,1382,The Knight Tree,663,52.5,3.88,13.3,,11/12/2023,10/22/2023,Looper Creek,Nitinat,Tree Farm Lic.,44,48.78636,-124.62164,265,"From Nitniat crossed the Caycuse River on Carmanah Main and take an immediate right turn, continue for 100 m then turn left onto RM100A continue until you reach a split in the road, turn right onto RM110-1 and continue until you cross a bridge over the canyon, go uphill and take a right onto RM114-1 after a few switchbacks. Follow this road until you reach an old clear-cut then hike through the clear-cut towards the GPS point, you'll need to cross the creek which is precarious in places but is generally crossable.",The cedar is in a small leave tree area between two approved (but not cut) cut blocks. It looks healthy and has a large butress making it hard to measure.,Joshua Wright,,,,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1382_Cw_LooperCreek_AL1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1382_Cw_LooperCreek_AL2.jpg"" target=""_blank"">2</a>         ",,46,,50,c,,2023,2023
western redcedar*,1349,Shaw Creek Cedar,656,52,3.82,15.6,,5/6/2023,7/1/2023,Shaw Creek,Youbou,Tree Farm Lic.,46,48.92421,-124.40164,170,Travel down North Shore Road from Youbou. The tree is visible from the road.,"The Shaw Creek Cedar is in a broad riparian bench composed of older spruce and maple forest. The tree has an impressive, conical form. A couple small pieces of bark have been cut away in the past, but the tree is otherwise in great condition.",Jon Degner,Iain Reid,,,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/07/1349_Cw_ShawCreek_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/07/1349_Cw_ShawCreek_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/07/1349_Cw_ShawCreek_3.jpg"" target=""_blank"">3</a>      ",,47,,50,c,WGS 84,2023,2023
western redcedar*,1264,Creek Tunnel Cedar,655,46.9,3.98,11.3,,5/22/2022,12/20/2022,Cheewhat Lake,Youbou,Parks/reserves,Pacific Rim NP,48.69485,-124.762658,,,"A creek flows right through the base of this cedar, which also happens to be a great place to take a nap.",TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1264_Cw_Creek_Tunnel_TW.jpg"" target=""_blank"">1</a>            ",,48,,50,c,,2022,2022
western redcedar*,1402,Burl Poach Cedar,653,46,3.98,12.4,,8/28/2023,12/20/2023,Quatsino,Winter Harbour,Tree Farm Lic.,WFP,50.533192,-128.018081,,"Near Winter Harbour, take WH Main down to the old landing near the water. Park and bushwhack up into the old-growth grove on the hillside above.",A giant redcedar growing in a remnant patch of old-growth outside Winter Harbour. It had its burls cut off years ago when logging was active nearby. Other giants lurk in the woods around here.,TJ Watt,Ian Thomas,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1402_CW_Burl_Poach_Cedar_TJ_Watt_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1402_CW_Burl_Poach_Cedar_TJ_Watt_2.jpg"" target=""_blank"">2</a>         ",,49,,50,c,,2023,2023
western redcedar*,235,French Creek Cedar,653,57.6,3.67,12,,4/17/2023,6/3/2000,QB Airport,Qualicum Beach,Municipal/city,Qualicum Beach,49.335666,-124.380327,,The tree is approximately 1 km north east of the east end of airport runway.,"A residual tree left at the time of fairly extensive logging approximately 80 to 100 years ago. Tree has a spike top of approximately 50 feet that does not appear to be broken, and has some folds and cracks on the stem that would indicate some defect.",E.S. Reid, Bob Steele,James Kayll,Frank Collins,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/235_Cw_Quali_ER_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/235_Cw_Quali_ER_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/235_Cw_FrenchCreek_TN_1.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/235_Cw_FrenchCreek_TN_2.jpg"" target=""_blank"">4</a>   ",,50,,50,c,,2023,2000
western redcedar*,2075,,652,59.6,3.58,16.8,,12/27/2025,1/4/2026,Caycuse River,Youbou,Tree Farm Lic.,46,48.798675,-124.608045,305, Follow Carmanah Mainline until below the tree. Hike through the second growth and the tree is just at the edge of the old growth along a seasonal creek.,Imposing cedar growing along a seasonal creek. Beautiful sweeping stem surrounded by a wreath of sword fern. Currently unprotected.,Jon Degner,Ian Thomas,,,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2026/01/2075_Cw_Caycuse_JD_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2026/01/2075_Cw_Caycuse_IT_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2026/01/2075_Cw_Caycuse_JD_2.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2026/01/2075_Cw_Caycuse_JD_3.jpg"" target=""_blank"">4</a>   ",,51,,50,c,WGS 84,2025,2026
western redcedar*,924,WFP_0338,649,51.1,3.85,6.8,,10/27/2020,4/20/2021,,Quatsino,Tree Farm Lic.,6,50.550397,-127.581011,49,,CWHvm1 08,WFP Big Tree,,,,WFP,c,0,,3.85,52,,50,c,NAD 83,2020,2022
western redcedar*,1257,Beefy Cedar,644,46.3,3.88,15.2,,5/22/2022,12/20/2022,Cheewhat Lake,Youbou,Parks/reserves,Pacific Rim NP,48.689137,-124.772083,,,A beefy cedar growing on a slight ridgeline. It's a huff to get to this tough lookin' tree.,TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1257_Cw_CheewhatLake_Beefy_TW.jpg"" target=""_blank"">1</a>            ",,53,,50,c,,2022,2022
western redcedar*,1388,Green Arm Cedar,644,50.3,3.8,10.3,,4/30/2023,12/20/2023,Nitinat Lake,Youbou,Provincial land,BCTS,hidden,,,"From Rosander Main, turn onto T23 then T23B. Park closest to the GPS point and bushwhack in.",A beautiful redcedar with a long arm-like branch jutting out from its trunk. The branch is covered in moss and hosts a little garden of plants as well. Around the back of the tree you will find quite the big burl booty!,TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1388_CW_Green_Arm_Cedar_TJ_Watt_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1388_CW_Green_Arm_Cedar_TJ_Watt_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1388_CW_Green_Arm_Cedar_TJ_Watt_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1388_CW_Green_Arm_Cedar_TJ_Watt_4.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1388_CW_Green_Arm_Cedar_TJ_Watt_5.jpg"" target=""_blank"">5</a>",,54,,50,c,,2023,2023
western redcedar*,512,Chamber Cedar,644,50.3,3.77,15,,4/14/2023,4/1/2020,Nitinat River,Lake Cowichan,Parks/reserves,Nitinat River PP,48.864445,-124.636944,15,Take Cowichan Main to the Nitinat Junction. Turn right onto Carmanah Mainline and cross the bridge over Nitinat River. Bushwhack into Nitinat River Provincial Park. Tree is close to rivers edge a distance in.,A wall-of-a-cedar that appears solid on one side but has an opening on the back that enters into a giant chamber with firescars inside. The floor is all sand due to past flooding from the river nearby. Very cool tree!,Ian Campbell,TJ Watt,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/512_Cw_Chamber_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/512_Cw_Chamber_Nitinat_TW_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/512_Cw_Chamber_Nitinat_TW_2.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/512_Cw_Chamber_TN_2.jpg"" target=""_blank"">4</a>   ",,55,,50,c,,2023,2020
western redcedar*,443,Mollie,641,41,4.01,12.5,,8/31/2015,11/14/2016,Yakoun River Flat,Port Clements,Provincial land,,53.606,-132.224,35,South of Pt. Clements off the Q. Charlotte main to the east.,"Several trunk scars, burls, etc.....typical O.G. cedar.",Michael Carlson,Ian Gould,,,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/443_Cwr_Mollie.jpg"" target=""_blank"">1</a>            ",,56,,50,c,,2015,2016
western redcedar*,1770,Sentinel,638,43.2,3.89,19.1,,5/5/2025,11/16/2025,,Kitimat,Parks/reserves,Kitimat River PP,54.11127,-128.60695,34,"From the junction of Hwy 37 and the Kitamaat Village Road, head North on Hwy 37 approximately 6 km, turn left (west side) on a narrow old logging road. There is a good place to park about 100 meters down the logging road.  Follow old logging road, staying on fork to left down a gentle hill.  At the bottom of the hill, and before a wooden bridge,  watch for a rough trail cut to the right,  Walk about 20 meters, through dense underbrush to find another ancient wester red cedar but continue on rough trail past this tree to find the largest western red cedar in the Kitimat Valley, so far!","Standing near an old oxbow wetland off the Kitimat River, in fertile ground thickly covered with willow, devil's club and berry bushes.  The dense understory leaves little room to admire this tree from a distance.  This tree has three crowns with living brnaches right to their tops.  It stands straight and has a heart shaped burl at eye level.  Looking up the stem, the branches are knarly and artisticly swirled and bowed.  Fiarly recently tree climbers have nailed two sets of railway spikes to be able to climb into the upper leve of the tree.  ",Kitimat Valley Naturalists,Jon Degner,Patricia Lange,,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1770_Cw_Sentinel_JD_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1770_Cw_Sentinel_CC_5.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1770_Cw_Sentinel_CC_4.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1770_Cw_Sentinel_CC_3.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1770_Cw_Sentinel_CC_2.jpg"" target=""_blank"">5</a>",,57,,50,c,,2025,2025
western redcedar*,1994,,637,41.3,3.97,12.4,,5/18/2024,12/9/2025,Klanawa River,Youbou,Tree Farm Lic.,44,48.726788,-124.94211,33,Follow Klawana Main along south side of River. Stay striaght instead of crossing river onto Darling Main (road is now K900). Park at overgrown spur KM950. Hike down old road until end. Short hike through cutblock into the old growth.,"Mangled mess of an old cedar in a sprawling, low-productivity salal depression. 3-4 dominant stems each splitting into several tops, but all clearly from a single tree.",Ian Thomas,Jon Degner,,,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1994_Cw_Klanawa_JD_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1994_Cw_Klanawa_JD_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/1994_Cw_Klanawa_JD_3.jpg"" target=""_blank"">3</a>      ",,58,,50,c,WGS 84,2025,2025
western redcedar*,1275,Sky Castle Cedar,635,43.3,3.9,13.4,,8/31/2022,12/20/2022,Quatsino,Holberg,Tree Farm Lic.,6,50.528405,-127.953983,,,A castle-like Cedar with striking spires shooting skyward. This giant grows on the edge of an old cutblock in a patch of unprotected old-growth. Another giant cedar can be found closer to the road.,TJ Watt,Ian Thomas,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1275_Cw_SkyCastle_TW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1275_Cw_SkyCastle_TW_2.jpg"" target=""_blank"">2</a>         ",,59,,50,c,,2022,2022
western redcedar*,886,WFP_0290,633,50.2,3.7,13.5,,9/11/2020,4/20/2021,Black,Bamfield,Tree Farm Lic.,44,48.772306,-125.092922,137,,CWHvm1 08,WFP Big Tree,,,,WFP,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2022/04/886_WFP_0290_Cw_68.jpg"" target=""_blank"">1</a>            ",3.7,60,,50,c,NAD 83,2020,2022
western redcedar*,920,WFP_0334,633,47.6,3.8,9,,11/27/2020,4/20/2021,,Quatsino,Tree Farm Lic.,6,50.552671,-127.586116,38,,CWHvm1 10,WFP Big Tree,,,,WFP,c,0,,3.8,61,,50,c,NAD 83,2020,2022
western redcedar*,740,WFP_0125,624,51.1,3.63,9,,10/15/2019,4/20/2021,Klanawa,Whyac,Tree Farm Lic.,44,48.739977,-124.946791,56,,CWHvh1 04,WFP Big Tree,,,,WFP,c,0,,3.63,62,,50,c,NAD 83,2019,2022
western redcedar*,925,WFP_0339,624,49.7,3.68,7,,4/15/2021,4/20/2021,,Quatsino,Tree Farm Lic.,6,50.550684,-127.579598,39,,CWHvm1 10,WFP Big Tree,,,,WFP,c,0,,3.68,63,,50,c,NAD 83,2021,2022
western redcedar*,298,Goliath,621,56.5,3.43,14.3,,5/1/2005,5/1/2005,Campbell River,Campbell River,Institution/corp.,Brascan Is. Timberlands,missing,,,Just south of Campbell River.,,Bryce Saarela,Marcel Mousseau,,,Bryce Saarela,c,0,,,64,,50,c,,2005,2005
western redcedar*,1276,Tank,621,34.9,4,13.4,,8/31/2022,12/20/2022,Quatsino,Holberg,Tree Farm Lic.,6,50.497217,-128.016632,,,A big old cedar with some heft to it. Marked as a leave tree in an unprotected forest at risk of being future logging.,TJ Watt,Ian Thomas,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1276_Cw_Tank_TW.jpg"" target=""_blank"">1</a>            ",,65,,50,c,,2022,2022
western redcedar*,2039,Kwaksistah Cedar,619,36.9,3.92,16,,4/17/2025,11/29/2025,Kwaksistah Camp.,Winter Harbour,Private land,,50.5225,-128.027222,10,Into the forest to the east of the campground stands this mighty tree.,An ancient tree with many hemlock trees working to strangle it. ,Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2039_Cw_Kwaksistah_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2039_Cw_Kwaksistah_TN_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/12/2039_Cw_Kwaksistah_TN_3.jpg"" target=""_blank"">3</a>      ",,66,,50,c,,2025,2025
western redcedar*,1409,Burlzilla,618,49.6,3.62,9.8,,5/30/2022,12/20/2023,Nitinat Lake,Youbou,Provincial land,BCTS,hidden,,,,"An impressive and solid redcedar with a big burl on its side. If this tree comes alive at night, watch out!",TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1409_CW_Burlzilla_TJ_Watt_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1409_CW_Burlzilla_TJ_Watt_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1409_CW_Burlzilla_TJ_Watt_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1409_CW_Burlzilla_TJ_Watt_4.jpg"" target=""_blank"">4</a>   ",,67,,50,c,,2023,2023
western redcedar*,699,WFP_0081,616,53.8,3.46,14,,10/15/2019,4/20/2021,Lewis,Quatsino,Tree Farm Lic.,6,50.566502,-127.705104,223,,CWHvm1 10,WFP Big Tree,,,,WFP,c,0,,3.46,68,,50,c,NAD 83,2019,2022
western redcedar*,755,WFP_0146,613,53.2,3.49,8,,10/15/2019,4/20/2021,Klanawa,Whyac,Tree Farm Lic.,44,48.78958,-124.849626,215,,CWHvm1 08,WFP Big Tree,,,,WFP,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2022/04/755_WFP_0146_Cw_39.jpg"" target=""_blank"">1</a>            ",3.49,69,,50,c,NAD 83,2019,2022
western redcedar*,865,WFP_0261,611,51.8,3.48,13,,10/15/2019,4/20/2021,Nitinat,Caycuse,Tree Farm Lic.,44,48.853775,-124.624318,176,,CWHvm1 04,WFP Big Tree,,,,WFP,c,0,,3.48,70,,50,c,NAD 83,2019,2022
western redcedar*,1390,,610,49,3.56,10,,5/6/2023,12/20/2023,Sprise Lake,Youbou,Provincial land,BCTS,48.71734,-124.745119,,"From Rosander Main, turn onto T23 then T23B. Park closest to the GPS point and bushwhack in.",A big cedar that's part of a small remnant patch of old-growth left after the surrounding forest was clearcut for miles in the 1960's. Looks especially nice in springtime.,TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1390_CW_Sprise_Lake_TJ_Watt_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1390_CW_Sprise_Lake_TJ_Watt_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1390_CW_Sprise_Lake_TJ_Watt_3.jpg"" target=""_blank"">3</a>      ",,71,,50,c,,2023,2023
western redcedar*,1256,,609,51.5,3.44,17.1,,5/22/2022,12/20/2022,Cheewhat Lake,Youbou,Parks/reserves,Pacific Rim NP,48.691535,-124.764925,,,A big and scraggly cedar along the west side of Cheewhat Lake.,TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1256_Cw_CheewhatLake_West_TW.jpg"" target=""_blank"">1</a>            ",,72,,50,c,,2022,2022
western redcedar*,1655,Full Send Cedar,608,36.7,3.82,18,,3/26/2024,11/11/2024,San Josef Bay Trail,Holberg,Parks/reserves,Cape Scott PP,50.676389,-128.263889,10,Tree is beside the trail on way into San Josef Bay Beach. Easy walk on well graded trail from parking lot leads through many quality old growth cedars.,,Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1655_Cw_SanjoFull_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1655_Cw_SanjoFull_TN_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1655_Cw_SanjoFull_TN_3.jpg"" target=""_blank"">3</a>      ",,73,,50,c,,2024,2024
western redcedar*,1689,,608,51.7,3.44,16.1,,11/24/2024,11/26/2024,Nitinat Fronting,Caycuse,Tree Farm Lic.,TFL 44,48.803827,-124.656195,100,Park on Nitinat Fronting just west of the intersection with Mainline Carmanah. Buchwhack through the second-growth bench upslope to a bench of old growth and onto another slope. Tree is near the top of this slope.,"A conspicuous cedar on a slope of old growth hemlock scattered with moderately-large Doug-fir (CWHvm1/03). Notably the only large cedar anywhere around, on a small, somewhat poor bench with chest-high salal, in an area with an otherwise low understory of ferns and huckleberry. Large multi-stemmed top leading to a towering, healthy canopy  with dens excavated on two sides.",Jon Degner,Katie Nott,,,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1689_Cw_Nitinat_JD_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1689_Cw_Nitinat_JD_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1689_Cw_Nitinat_KN_1.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1689_Cw_Nitinat_JD_3.jpg"" target=""_blank"">4</a>   ",,74,,50,c,WGS 84,2024,2024
western redcedar*,1420,,605,71.5,2.91,12.5,,1/1/2024,1/1/2024,Goldstream PP,Langford,Parks/reserves,Goldstream PP,hidden,,38,"The tree is located near a small tributary of the Goldstream River.  Due to the significance of the tree, ease of access, and sensitivity of the ecosystem, the specific location of this tree should remain hidden.","This relatively young and vigourous redcedar is growing on a rich floodplain near a small stream. Just to the northwest of the tree is a large pile of colluvial material at the base of a bluff. This sheltered and productive location has given it both the resources and need to grow to extreme height. Although this tree may be very near the height limit for the species, the top of the tree is still alive and it may continue to grow to even greater heights in the coming years. ",Jon Degner,,,,Jon Degner,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1420_Cw_Goldstream_JD_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1420_Cw_Goldstream_JD_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1420_Cw_Goldstream_JD_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2024/02/1420_Cw_Goldstream_JD_4.jpg"" target=""_blank"">4</a>   ",,75,,50,c,WGS 84,2024,2024
western redcedar*,1654,San Jo Cedar,605,38,3.8,12,,3/26/2024,11/11/2024,San Josef Bay Trail,Holberg,Parks/reserves,Cape Scott PP,50.802222,-128.2525,20,Tree is beside the trail on way into San Josef Bay Beach. Easy walk on well graded trail from parking lot leads through many quality old growth cedars.,,Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2025/01/1654_Cw_Sanjo_TN_1.jpg"" target=""_blank"">1</a>            ",,76,,50,c,,2024,2024
