common_name,tree_registry_id,tree_nickname,tree_score,height_(m),DBH_(m),crown_spread_(m),last_measured,year_nominated,location,nearest_town,ownership,ownership_details,latitude,longitude,elevation_m,access_notes,tree_site_notes,Principle nominator,Co-nominator 1,Co-nominator 2,Co-nominator 3,Verifier,tree_type,has_photo,all photo formula,highside_DBH(m),top_lists,tree_sp_code,sp_split_range
western redcedar^,1047,Triple Trunk,561,30.7,3.6,18,2021,2021,Cedar Grove Trail,Nakusp,Tree Farm Lic.,,50.304444,-117.6375,1020,"The turn off to the Cedar Grove Trail is 10 km from Highway 23.  A well signed forestry road to the left is followed for 5.5 km to the trailhead. The gravel road is quite rough and rocky, but is navigable with a 2 wheel drive vehicle. On the way up, there is a wye that is un-signed, so attention should be paid here to get where you want to go. The right branch is your direction.
","This triple trunked cedar is a very solid looking tree. With black gooseberry trailing around at its base, it seemed well accompanied to put on a few more years growth.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1047_Cw_Nakusp_TN_1.jpg"" target=""_blank"">1</a>            ",,2,50,i
western redcedar^,1073,,545,39.8,3.23,18,2021,2021,Old Growth Trail,Fernie,Private land,Island Lake Lodge,49.492222,-115.143611,1250,Following Mt. Fernie Park Rd. from Highway 3 to Island Lakes 2nd parking lot is where the trailhead to the Od Growth Trail begins.,Venturing off of the trail to a floodplain bench above Lizard Creek this massive tree stands in a meadow environment of Cow Parsnip and Devil’s club,Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1073_Cw_OldGrowth_TN_1.jpg"" target=""_blank"">1</a>            ",,2,50,i
western redcedar^,611,Leaning Tower,540,50.2,2.969831241,9.4,2021,2021,Duncan Lake,Cooper Creek,Provincial land,Kootenay L. TSA,hidden,,591,Sensitive ecosystem - exact location withheld,Tree has partial defoliated castled top and is at slight angle approx 5-10%.,Rosanna Wijenberg,Mick Grabowsky,April Giroux,Craig Pettitt,Rosanna Wijenberg,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/611_Cw_DuncanLean_RW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/611_Cw_DuncanLean_RW_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/611_Cw_DuncanLean_RW_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/611_Cw_DuncanLean_RW_4.jpg"" target=""_blank"">4</a>   ",,2,50,i
western redcedar^,975,The Mammoth,539,42.9,3.138535481,12,2021,2021,Cedar Valley,Fernie,Private land,Island Lake Lodge,49.49972,-115.1589,1150,"Accessed from the Mount Fernie Park road off of Highway 3 near Fernie, you drive through the campground, and follow the gravel Island Lake access road until you arrive at their first parking area and gate. If the Lodge is open for summer guests the gate will be open. Otherwise you can walk / ski or ride your bike up the road or provided trails.
About 4 km up the road a second trailhead parking area for the Old Growth trail is on the right. You can park here, and walk up the road about another 50 m and an old spur to the right (the winter road) leads up another 50 m where the ""Mammoth"" is hiding in the bushes on the left.","Included in the trees height is a 4.0 m. dead spire top. The tree is surrounded with heavy underbrush, making accessibility somewhat difficult. The bulbous base of the tree is typical of the many old cedars growing in this area.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/975_Cw_Mammoth_TN_1.jpg"" target=""_blank"">1</a>            ",,2,50,i
western redcedar^,1049,#29 Tree,536,44.4,3.05,16,2021,2021,Staubert Lake Cedars,Trout Lake,Private land,,50.686944,-117.6575,790,"The Staubert Lake Cedars are tucked away beside the Trout Lake highway, and are easily accessed. A stylish wood  carved sign alerts you to the trailhead, where a small pull-out beside the road provides parking for a few vehicles.
","The #29 tree is located near the old homestead, and has a 29 tag on it. I think this might indicate 29 ft in circumference before it put on a bit more girth?",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1049_Cw_Staubert29_TN_1.jpg"" target=""_blank"">1</a>            ",,2,50,i
western redcedar^,1223,Maxime the Tree,531,46.3,2.98,12.9,2022,2022,Frisby Creek Valley,Revelstoke,Provincial land,,51.30024,-118.340142,683,Boat access only traveling west across Revelstoke Lake. Good launch point at Carnes Creek Recreation Site accessed via Hwy 23 north of Revelstoke. Tree is located approximately 2 to 2.5 km up a flagging marked trail . Trail is accessed from a small flagged drainage approx 500 m north of the mouth of Frisby Creek. Accessing area through Frisby Creek not recommended. ,"Tree is in lush area near creek in flattish area and moist depression. Tree has enlarged lower branch turret and small burl lower down. Tree has slight lean and is in windfall area. Three large trees are leaning on it. The tree is located in a spectacular contiguous old growth area in the Frisby Creek drainage that has not been significantly impacted by logging. There has been some shake bolting and selective logging lower in the valley. The valley is towered over by steep slopes and the tree is on a bench situated above a lower bench along Frisby Creek and below steep slopes leading into the alpine. Moist and lush area. Lots of Devil's club and moss, abundant mushrooms. Lots of moose activity and bear dens in the area.",Fabien Stocco,Sarah Newton,Valhalla Wilderness Society,Cody Peters,Rosanna Wijenberg,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1223_Cw_Maxime_RW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1223_Cw_Maxime_JM_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1223_Cw_Maxime_RW_2.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1223_Cw_Maxime_RW_3.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1223_Cw_Maxime_RW_4.jpg"" target=""_blank"">5</a>",,2,50,i
western redcedar^,1013,Mulkey Way #01,526,30.1,3.404,8.5,2021,2021,Keen Creek FSR,Kaslo,Provincial land,KDCFS,hidden,,1100,,ICHmw2. Tree sits on valley bottom with multiple wildlife cavities. FC’s with >10% diameter change. Located 80m from S1 stream. ,Hayden Markin,,,,Hayden Markin,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1013_Cw_KeenCr_HM_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1013_Cw_KeenCr_HM_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1013_Cw_KeenCr_HM_3.jpg"" target=""_blank"">3</a>      ",,2,50,i
western redcedar^,976,Grandmother of the Eagle,525,34.5,3.208563656,18,2021,2021,Eagle River,Malakwa,Parks/reserves,Eagle River Nature Park,50.90306,-118.8247,380,"The Eagle River Nature Park is located on the opposite side of Highway 1 from  the Yard Creek Provincial Park campground in Malakwa (12 km east of Sicamous). This is a section of divided highway, so turning onto the Malakwa north frontage road is a bit challenging. Once on the north frontage road head to the west end where the trailhead parking lot is located. The 6 km loop trail has a few cedar groves, with the Grandmother of the Eagle tree being at the furthest out on the loop trail.","Tree is luxuriating in the riparian area of the Eagle River, and enjoys lots of space allowing for the impressive spread of the branches. The flat, floodplain, and watersoaked surroundings provide ideal growing conditions for these big cedar trees.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/976_Cw_EagleR_TN_1.jpg"" target=""_blank"">1</a>            ",,2,50,i
western redcedar^,617,,522,34,3.249943942,10.8,2021,2021,Hungary Creek,Prince George,Provincial land,,53.8456,-121.4953887,850,"To access the tree: 1) Drive from Prince George to the Hungary Creek FSR, approximately 80km east along Highway 16, 2) Drive approximately 2.8km along the Hungary Creek FSR, following resource road radio protocols.  Park at an appropriate location, 3) Tree is located approximately 100m south of the Hungary Creek FSR.","Tree condition and health: dead top, tree appears healthy. Ht to live crown is 31.1, ht to dead top is 34.0. Site conditions: located on 5% slope with NW aspect, mid-slope position. There was a fire in this stand ~100 years ago.  Many larger cedar in the stand were burned.",Hardy Griesbauer,Kirsten Calder-Sutt,,,Hardy Griesbauer,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/617_Cw_HungaryCr_LG_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/617_Cw_HungaryCr_LG_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/617_Cw_HungaryCr_HG_1.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/617_Cw_HungaryCr_LG_3.jpg"" target=""_blank"">4</a>   ",,2,50,i
western redcedar^,1181,ZEM,517,40.4,3.04,10.3,2022,2022,Downie Creek FSR,Revelstoke,Forest Licence,Revelstoke Comm. For.,51.504524,-118.36532,475,Just past Downie FSR turnoff across from pullout at 63 km up Hwy 23 north of Revelstoke. Walk approx 1 kn up new trail. ,"Largest tree found in area of large trees (many over 2 m). Lush gently N sloped bench area 150 m above Downie Creek. 35 m below logging road. Devils club, fern, hemlock, yew. 
Turreted low (15-20m up) and also 3 upper turrets. A medium size burl 4 m up tree. ",Jana McNutt,Justin Garey,Sarah Newton,Craig Petit,Rosanna Wijenberg,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1181_Cwr_Downie_JM_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1181_Cwr_Downie_RW_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1181_Cwr_Downie_RW_2.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1181_Cwr_Downie_RW_3.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1181_Cwr_Downie_RW_4.jpg"" target=""_blank"">5</a>",,2,50,i
western redcedar^,1054,,516,48,2.83,10.6,2021,2021,West Duncan FSR,Argenta,Tree Farm Lic.,,50.626389,-117.049722,560,"Drive north up the Duncan FSR to the top of the lake. Cross Duncan River bridge, and look for road to left. Gate is sometimes closed, but walking in a couple of km will land you in this great forest collection on both sides of the road. The further you go, the bigger the trees get.","Sampled tree was on the west side of the road, standing amongst some grizzly bear chewed skunk baggage, and thick alder.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1054_Cw_WestDuncan_TN_1.jpg"" target=""_blank"">1</a>            ",,3,50,i
western redcedar^,1052,Corn Creek Cedar,513,46,2.85,12,2021,2021,Corn Creek,Creston,Parks/reserves,Creston Valley WMA,49.089444,-116.623333,550,"Easily accessible, this tree can be found by driving on West Creston Road, just off Highway 3. At approximately 4.7 km you will come to a bridge that crosses Corn Creek. A small pullout just before the bridge, is the parking spot.","Standing alone beside Corn Creek this tree is very visible, and the area around the tree has been heavily visited. A view from the other side of the creek is worthwhile.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1052_Cw_CornCreek_TN_1.jpg"" target=""_blank"">1</a>            ",,3,50,i
western redcedar^,1055,Bigfoot,496,42,2.78,18,2021,2021,Cedar Valley,Fernie,Private land,Island Lake Lodge,49.502778,-115.168889,1370,The Island Lake lodge access road winds up through spectacular old-growth. Just find a place to park and explore.,"With its buttressed roots dipping into the small stream at its base, it has a big foot look. Tree has a 6m dead spire.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1055_Cw_BFT_TN_1.jpg"" target=""_blank"">1</a>            ",,3,50,i
western redcedar^,1050,Twin Trunk,493,35.4,2.94,16,2021,2021,Cabin Ridge Trail,Fernie,Private land,Island Lake Lodge,49.498333,-115.166389,1210,"The trail is accessed from the 2nd Island Lake parking lot in summer. Follow the Old Growth Trail to the Cabin Ridge junction (signed). Trail descends down to Lizard Creek, where a sometimes tenuous crossing is required. This big Cedar is just up the trail aways, but not right beside the trail.","A handsome twin trunk dominates this trees appearance. Whether it has inosculated, or just grew this way will never be known.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1050_Cw_CabinRidge_TN_1.jpg"" target=""_blank"">1</a>            ",,3,50,i
western redcedar^,1056,Phillip’s Tree,493,42.6,2.76,15,2021,2021,Davis Creek ,Lardeau,Tree Farm Lic.,,50.158611,-116.864167,1230,"Davis Creek/Fishhook Lake trail is a steep hike, that starts at the Davis Creek Provincial Park campground in Lardeau. ",Located close to Fishhook Lake this is one of many very large cedars and hemlocks that line the trail.,Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1056_Cw_DavisCreek_TN_1.jpg"" target=""_blank"">1</a>            ",,3,50,i
western redcedar^,1059,,489,44,2.68,16,2021,2021,Goat River Canyon Trail,Dome Creek,Parks/reserves,West Twin PP,53.481389,-120.474221,840,"From Highway 16, a  high bridge crosses over the Goat River. A rest area on the west side of the bridge is the parking area. The rough trail is on the south side of the highway, and continues for 8 km following up the Goat River.",The further you go up the valley the bigger the tree keep getting.,Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1059_Cw_GoatRiver_TN_1.jpg"" target=""_blank"">1</a>            ",,3,50,i
western redcedar^,1180,Tupa,484,32,2.99,11.59,2022,2022,Russel Creek FSR,Passmore,Tree Farm Lic.,3,49.59443,-117.83295,1427,"Starting on highway 6, take the turn off at Upper Passmore for the Valhalla Wilderness Park. Cross the bridge over the Slocan river and continue straight. After about 3 kms it will turn into Little Slocan FSR. Follow Little Slocan FSR for 12 kms until you reach the turnoff for Russel Creek FSR. Follow Russel Creek FSR and stop between KM 20 and 21. Hike east up the steep slope about 100m to the tree.","This tree's DHB is a highside measurement. Tupa, is grandmother in Sinixt. Epic cedar growing on a 35 degree local slope on top of a 1-2m wide boulder. Cascading, waterfall like branches on the lower side of the tree which are truly spectacular. Large buttresses stabilize the tree, and has below averTupa, is grandmother in Sinixt. Epic cedar growing on a 35 degree local slope on top of a 1-2m wide boulder. Cascading, waterfall like branches on the lower side of the tree which are truly spectacular. Large buttresses stabilize the tree, and has below average height. Forks into 3 stems about 2/3 up the tree. Truly unique forest as mature engelmann spruce and western hemlock surround the tree. Aspect is NW. The area is full of significant cedars, this tree is at the edge of a proposed cut block. Surrounding area is lush for such a steep slope and a thin topsoil layer.age height. Forks into 3 stems about 2/3 up the tree. Truly unique forest as mature engelmann spruce and western hemlock surround the tree. Aspect is NW. The area is full of significant cedars, this tree is at the edge of a proposed cut block. Surrounding area is lush for such a steep slope and a thin topsoil layer.",Ben Irving,Acaisha Godwin,Michelle Griffiths,Andrea Sevigny,Rosanna Wijenberg,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1180_Cwr_Tupa_AG_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1180_Cwr_Tupa_AG_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1180_Cwr_Tupa_BI_1.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1180_Cwr_Tupa_BI_2.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1180_Cwr_Tupa_BI_3.jpg"" target=""_blank"">5</a>",,3,50,i
western redcedar^,1053,Magic Grove Cedar,480,34,2.84,20.5,2021,2021,Gorby Trail,Fernie,Provincial land,,49.478889,-115.113333,1210,"The Gorby Trail is accessed from Mount Fernie Park Road off of  Highway 3. Drive to parking lot past campground, trailhead with aluminum bridge crossing Lizard Creek. Follow signage to Magic Grove.","The “Magic Grove” has some of the finest cedars in the Fernie area. The big tree is joined by some other enormous beauties, all clustered together to make a sheltered setting.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1053_Cw_Gorby_TN_1.jpg"" target=""_blank"">1</a>            ",,3,50,i
western redcedar^,614,Galadriel,472,39.2,2.71,11.1,2021,2021,Frisby FSR,Revelstoke,Provincial land,BCTS Revelstoke TSA,51.228747,-118.245584,960,"From Revelstoke take Highway 1 West.  At the junction 500m from west end of Revelstoke, turn north. Travel 6.5 km to Frisby FSR. Follow Frisby FSR North for 20k and take the west spur.  Go up the spur for 3.2 km. Walk 100m downhill off of the road, cross the small creek to where the tree stands.","The tree has a fairly uniform trunk with slight twist all the way to the top, is leaning approximately 4 degrees and has a turreted top.  The canopy is healthy with some low branches and heavy lichen load.  There is an animal nest partway up the tree, with a big hollow and marks at the opening, possibly a porcupine.  The tree is next to small creek, surrounded by medium density devils club. It is located in an old growth grove containing numerous big western redcedars and hemlocks. The tree is in a flat section of grove near the creek, just down from the logging road. The forest is highly productive forest with evidence of ungulate and bear activity.",Miguel Pastor,Sarah Newton,Rory Luxemoore,Kestrel Collison,Rosanna Wijenberg,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/614_Cw_FrisbyFSR_RW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/614_Cw_FrisbyFSR_RW_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/614_Cw_FrisbyFSR_RW_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/614_Cw_FrisbyFSR_RW_4.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/614_Cw_FrisbyFSR_RW_5.jpg"" target=""_blank"">5</a>",,3,50,i
western redcedar^,1178,Pillar,472,37,2.76,10.8,2022,2022,Russel Creek FSR,Passmore,Tree Farm Lic.,3,49.59536,-117.83419,1334,"Starting on highway 6, take the turn off at Upper Passmore for the Valhalla Wilderness Park. Cross the bridge over the Slocan river and continue straight. After about 3 kms it will turn into Little Slocan FSR. Follow Little Slocan FSR for 12 kms until you reach the turnoff for Russel Creek FSR. Follow Russel Creek FSR and stop between KM 20 and 21. Hike east up the steep slope about 30m to the tree.","The highside DBH for this tree is 2.62 m. Unique, pillar like cedar tree growing on a NW facing slope with a 30 degree angle. The tree is very compact and straight with basically no buttresses. The tree has multiple tops and branches stick out notably. In an area with 7 cedars of significance including a close tree with 8.0m of diameter. This tree is in a cut block and is scheduled to be harvested. ",Ben Irving,Acaisha Godwin,,,Rosanna Wijenberg,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1178_Cwr_pillar_BI_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1178_Cwr_pillar_BI_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1178_Cwr_pillar_BI_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1178_Cwr_pillar_BI_4.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1178_Cwr_pillar_BI_5.jpg"" target=""_blank"">5</a>",,3,50,i
western redcedar^,1057,Cedar Sister,471,36.4,2.74,16,2021,2021,Eagle River,Malakwa,Parks/reserves,Eagle River Nature Park,50.902222,-118.8275,370,"Accessed from Highway 1 east of Sicamous, the Yard Creek P.P. Campground in Malakwa is well signed. The Eagle River Nature Park is located on the north side of the highway, and has a great little trail through some impressive forest.","The Cedar Sister is located in the 3rd grove along the trail, and is a beautiful tree. Nestled in amongst some other sisters, her bark shines, and her long limbs seep down for embraces.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1057_Cw_Malakwa_TN_1.jpg"" target=""_blank"">1</a>            ",,,50,i
western redcedar^,1179,Star,465,44.2,2.51,11.3,2022,2022,Russel Creek FRS,Passmore,Tree Farm Lic.,3,49.59703,-117.83343,1276,"Starting on highway 6, take the turn off at Upper Passmore for the Valhalla Wilderness Park. Cross the bridge over the Slocan river and continue straight. After about 3 kms it will turn into Little Slocan FSR. Follow Little Slocan FSR for 12 kms until you reach the turnoff for Russel Creek FSR. Follow Russel Creek FSR and stop between KM 20 and 21. Hike west down the slope about 30m to the tree.","The highside DBH for this tree is 2.44 m.  Largest tree in grove of at least 16 cedars of significance, including 5 or 6 that are over 2m in diameter. There are also two sets of 3 twin cedars that are gorgeous. The tree is on a slope of about 20 degrees and NW aspect. There is a low gnarled branch about 7m up the tree. The tree has light lichen load moderate flagging and the under story consists of vine maple, pacific yew and devils club. This tree is on the edge of a cut block, but is not in the block.",Ben Irving,,,,Rosanna Wijenberg,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1179_Cwr_Star_BI_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1179_Cwr_Star_BI_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1179_Cwr_Star_BI_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1179_Cwr_Star_BI_4.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1179_Cwr_Star_BI_5.jpg"" target=""_blank"">5</a>",,,50,i
western redcedar^,1058,Triple Decker,464,36,2.7,15,2021,2021,Rail Trail,Fernie,Private land,Island Lake Lodge,49.495556,-115.135278,1089,The Rail Trail leads out from the Island Lake lodge 1st parking lot. Follow trail until it comes into a meadow area. The tree is located to your left towards Lizard Creek.,"The three upper trunks of this tree appear to have originated from one bole, creating its significant girth.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1058_Cw_Railtrail_TN_1.jpg"" target=""_blank"">1</a>            ",,,50,i
western redcedar^,1224,Fern,459,44,2.5,7.3,2022,2022,Frisby Creek Valley,Revelstoke,Provincial land,,51.301409,-118.340406,688,Boat access only traveling west across Revelstoke Lake. Good launch point at Carnes Creek Recreation Site accessed via Hwy 23 north of Revelstoke. Tree is located approximately 2 to 2.5 km up a flagging marked trail . Trail is accessed from a small flagged drainage approx 500 m north of the mouth of Frisby Creek. Accessing area through Frisby Creek not recommended. ,"Tree is in lush area near creek in flattish area and moist depression. Tree has large hollow crack that runs 50% the length of the tree and has ferns and moss growing out of it. Split at top and one leader broken. Small burls around base. The tree is located in a spectacular contiguous old growth area in the Frisby Creek drainage that has not been significantly impacted by logging. There has been some shake bolting and selective logging lower in the valley. The valley is towered over by steep slopes and the tree is on a bench situated above a lower bench along Frisby Creek and below steep slopes leading into the alpine. Moist and lush area. Lots of Devil's club and moss, abundant mushrooms. Lots of moose activity and bear dens in the area.",Amber Peters,Sarah Newton,Valhalla Wilderness Society,Cody Peters,Rosanna Wijenberg,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1224_Cw_Fern_RW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1224_Cw_Fern_JN_1.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1224_Cw_Fern_RW_2.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1224_Cw_Fern_RW_3.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1224_Cw_Fern_RW_4.jpg"" target=""_blank"">5</a>",,,50,i
western redcedar^,1064,Limby,458,40,2.55,14,2021,2021,Upper Shuswap,Cherryville,Parks/reserves,Upper Shuswap ER,50.6625,-118.359722,810,Follow the Sugar Lake FSR for 40 + km’s until reaching Shuswap Falls Creek spur. The Ecological Reserve is on the opposite (river) side of the road. The tree is located on the flat benched area near the river.,"A primeval setting, that appears ver coastal. The big limby tree has its own signature look with branches extending to touch the ground creating a sheltered cone at its base.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1064_Cw_Shuswap_TN_1.jpg"" target=""_blank"">1</a>            ",,,50,i
western redcedar^,613,Goldstream twins,447,43.5,2.406422742,7.9,2021,2021,Goldstream FSR,Revelstoke,Tree Farm Lic.,"56, Revelstoke Com For. Corp",51.613489,-118.351686,772,From Revelstoke drive 108 kn north on Hwy 23. Turn east on Goldstream FSR. Between km 20-21 look for small south spur. . Walk south up 450 m. Tree is 100 m upslope travelling SE.,"Trees has a forked stem approx 1/3 way up. The area is a lush, north facing, moderately inclined lower slope although where the tree is is relatively flat. There is lots of Devils club and larger shrubs. The grove and slope on which this tree is situated has many other trees (rough estimate of 10-15) in the 7-7.5 m circumference range. This grove is in a cutblock slated for imminent logging and is one of the few unlogged areas on the lower slopes of the Goldstream FSR.",Rosanna Wijenberg,Christy Dawn Shaw,Sarah Newton,,Rosanna Wijenberg,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/613_Cw_GoldstreamTwins_RW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/613_Cw_GoldstreamTwins_RW_2.jpg"" target=""_blank"">2</a>         ",,,50,i
